student_type_id,programme,number_students,year,semester,day,time,course_1,component_1,type_1,course_2,component_2,type_2,severity
type_3,joint_econ,10,4,2,Wed,13:00,ECON30003,Lec,lecture,ECON30004,Lec,lecture,lecture_lecture
type_4,joint_bus,10,3,1,Fri,13:00,BUS30001,fws,workshop,BUS30002,fws,workshop,workshop_workshop
type_4,joint_bus,10,3,1,Mon,13:00,BUS30001,Lec,lecture,BUS30002,Lec,lecture,lecture_lecture
type_4,joint_bus,10,3,1,Thu,13:00,BUS30001,Ws,workshop,BUS30002,Ws,workshop,workshop_workshop
type_4,joint_bus,10,3,1,Tue,13:00,BUS30001,Lec,lecture,BUS30002,Lec,lecture,lecture_lecture
type_4,joint_bus,10,3,1,Wed,13:00,BUS30001,Lec,lecture,BUS30002,Lec,lecture,lecture_lecture
type_4,joint_bus,10,3,2,Fri,13:00,BUS30004,Lec,lecture,BUS30008,Lec,lecture,lecture_lecture
type_4,joint_bus,10,3,2,Mon,13:00,BUS30004,fws,workshop,BUS30008,fws,workshop,workshop_workshop
type_4,joint_bus,10,3,2,Thu,13:00,BUS30004,Lec,lecture,BUS30008,Lec,lecture,lecture_lecture
type_4,joint_bus,10,3,2,Tue,13:00,BUS30004,Ws,workshop,BUS30008,Ws,workshop,workshop_workshop
type_4,joint_bus,10,3,2,Wed,13:00,BUS30004,Lec,lecture,BUS30008,Lec,lecture,lecture_lecture
type_4,joint_bus,10,4,1,Fri,13:00,BUS30005,fws,workshop,BUS30006,fws,workshop,workshop_workshop
type_4,joint_bus,10,4,1,Mon,13:00,BUS30005,Lec,lecture,BUS30006,Lec,lecture,lecture_lecture
type_4,joint_bus,10,4,1,Thu,13:00,BUS30005,Ws,workshop,BUS30006,Ws,workshop,workshop_workshop
type_4,joint_bus,10,4,1,Tue,13:00,BUS30005,Lec,lecture,BUS30006,Lec,lecture,lecture_lecture
type_4,joint_bus,10,4,1,Wed,13:00,BUS30005,Lec,lecture,BUS30006,Lec,lecture,lecture_lecture
type_4,joint_bus,10,4,2,Fri,13:00,BUS30003,Lec,lecture,BUS30007,Lec,lecture,lecture_lecture
type_4,joint_bus,10,4,2,Mon,13:00,BUS30003,fws,workshop,BUS30007,fws,workshop,workshop_workshop
type_4,joint_bus,10,4,2,Thu,13:00,BUS30003,Lec,lecture,BUS30007,Lec,lecture,lecture_lecture
type_4,joint_bus,10,4,2,Tue,13:00,BUS30003,Ws,workshop,BUS30007,Ws,workshop,workshop_workshop
type_4,joint_bus,10,4,2,Wed,13:00,BUS30003,Lec,lecture,BUS30007,Lec,lecture,lecture_lecture
type_5,joint_phil,10,3,1,Fri,13:00,PHIL30001,fws,workshop,PHIL30002,fws,workshop,workshop_workshop
type_5,joint_phil,10,3,1,Mon,13:00,PHIL30001,Lec,lecture,PHIL30002,Lec,lecture,lecture_lecture
type_5,joint_phil,10,3,1,Thu,13:00,PHIL30001,Ws,workshop,PHIL30002,Ws,workshop,workshop_workshop
type_5,joint_phil,10,3,1,Tue,13:00,PHIL30001,Lec,lecture,PHIL30002,Lec,lecture,lecture_lecture
type_5,joint_phil,10,3,1,Wed,13:00,PHIL30001,Lec,lecture,PHIL30002,Lec,lecture,lecture_lecture
type_5,joint_phil,10,3,2,Fri,13:00,PHIL30004,Lec,lecture,PHIL30008,Lec,lecture,lecture_lecture
type_5,joint_phil,10,3,2,Mon,13:00,PHIL30004,fws,workshop,PHIL30008,fws,workshop,workshop_workshop
type_5,joint_phil,10,3,2,Thu,13:00,PHIL30004,Lec,lecture,PHIL30008,Lec,lecture,lecture_lecture
type_5,joint_phil,10,3,2,Tue,13:00,PHIL30004,Ws,workshop,PHIL30008,Ws,workshop,workshop_workshop
type_5,joint_phil,10,3,2,Wed,13:00,PHIL30004,Lec,lecture,PHIL30008,Lec,lecture,lecture_lecture
type_5,joint_phil,10,4,1,Fri,13:00,PHIL30005,fws,workshop,PHIL30006,fws,workshop,workshop_workshop
type_5,joint_phil,10,4,1,Mon,13:00,PHIL30005,Lec,lecture,PHIL30006,Lec,lecture,lecture_lecture
type_5,joint_phil,10,4,1,Thu,13:00,PHIL30005,Ws,workshop,PHIL30006,Ws,workshop,workshop_workshop
type_5,joint_phil,10,4,1,Tue,13:00,PHIL30005,Lec,lecture,PHIL30006,Lec,lecture,lecture_lecture
type_5,joint_phil,10,4,1,Wed,13:00,PHIL30005,Lec,lecture,PHIL30006,Lec,lecture,lecture_lecture
type_5,joint_phil,10,4,2,Fri,13:00,PHIL30003,Lec,lecture,PHIL30007,Lec,lecture,lecture_lecture
type_5,joint_phil,10,4,2,Mon,13:00,PHIL30003,fws,workshop,PHIL30007,fws,workshop,workshop_workshop
type_5,joint_phil,10,4,2,Thu,13:00,PHIL30003,Lec,lecture,PHIL30007,Lec,lecture,lecture_lecture
type_5,joint_phil,10,4,2,Tue,13:00,PHIL30003,Ws,workshop,PHIL30007,Ws,workshop,workshop_workshop
type_5,joint_phil,10,4,2,Wed,13:00,PHIL30003,Lec,lecture,PHIL30007,Lec,lecture,lecture_lecture
