student_type_id,programme,number_students,students_taking,year,semester,course_id,course_name,course_kind,credits
type_0_sub5,single,28,28,4,2,MATH_GW08,MATH_GW08,gateway,20
type_0_sub6,single,28,28,3,1,MATH_OP02,MATH_OP02,optional,20
type_0_sub6,single,28,28,3,1,MATH_GW01,MATH_GW01,gateway,20
type_0_sub6,single,28,28,3,1,MATH_GW02,MATH_GW02,gateway,20
type_0_sub6,single,28,28,3,2,MATH_OP03,MATH_OP03,optional,20
type_0_sub6,single,28,28,3,2,MATH_GW05,MATH_GW05,gateway,20
type_0_sub6,single,28,28,3,2,MATH_GW07,MATH_GW07,gateway,20
type_0_sub6,single,28,28,4,1,MATH_OP01,MATH_OP01,optional,20
type_0_sub6,single,28,28,4,1,MATH_GW03,MATH_GW03,gateway,20
type_0_sub6,single,28,28,4,1,MATH_GW04,MATH_GW04,gateway,20
type_0_sub6,single,28,28,4,2,MATH_GW06,MATH_GW06,gateway,20
type_0_sub6,single,28,28,4,2,MATH_OP04,MATH_OP04,optional,20
type_0_sub6,single,28,28,4,2,MATH_GW08,MATH_GW08,gateway,20
type_1,joint_phys,5,5,3,1,MATH_OP02,MATH_OP02,optional,20
type_1,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_1,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_1,joint_phys,5,5,3,2,MATH_OP03,MATH_OP03,optional,20
type_1,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_1,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_1,joint_phys,5,5,4,1,MATH_GW01,MATH_GW01,gateway,20
type_1,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_1,joint_phys,5,5,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_1,joint_phys,5,5,4,2,MATH_GW05,MATH_GW05,gateway,20
type_1,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_1,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_10,joint_phys,3,3,3,1,MATH_OP02,MATH_OP02,optional,20
type_10,joint_phys,3,3,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_10,joint_phys,3,3,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_10,joint_phys,3,3,3,2,MATH_OP03,MATH_OP03,optional,20
type_10,joint_phys,3,3,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_10,joint_phys,3,3,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_10,joint_phys,3,3,4,1,MATH_GW01,MATH_GW01,gateway,20
type_10,joint_phys,3,3,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_10,joint_phys,3,3,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_10,joint_phys,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
type_10,joint_phys,3,3,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_10,joint_phys,3,3,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_11,joint_phys,3,3,3,1,MATH_OP02,MATH_OP02,optional,20
type_11,joint_phys,3,3,3,1,MATH_GW02,MATH_GW02,gateway,20
type_11,joint_phys,3,3,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_11,joint_phys,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_11,joint_phys,3,3,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_11,joint_phys,3,3,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_11,joint_phys,3,3,4,1,MATH_GW01,MATH_GW01,gateway,20
type_11,joint_phys,3,3,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_11,joint_phys,3,3,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_11,joint_phys,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
type_11,joint_phys,3,3,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_11,joint_phys,3,3,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_12,joint_phys,5,5,3,1,MATH_OP02,MATH_OP02,optional,20
type_12,joint_phys,5,5,3,1,MATH_GW01,MATH_GW01,gateway,20
type_12,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_12,joint_phys,5,5,3,2,MATH_OP03,MATH_OP03,optional,20
type_12,joint_phys,5,5,3,2,MATH_GW06,MATH_GW06,gateway,20
type_12,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_12,joint_phys,5,5,4,1,MATH_GW03,MATH_GW03,gateway,20
type_12,joint_phys,5,5,4,1,MATH_GW04,MATH_GW04,gateway,20
type_12,joint_phys,5,5,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_12,joint_phys,5,5,4,2,MATH_GW05,MATH_GW05,gateway,20
type_12,joint_phys,5,5,4,2,MATH_GW07,MATH_GW07,gateway,20
type_12,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_13,joint_phys,5,5,3,1,MATH_GW04,MATH_GW04,gateway,20
type_13,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_13,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_13,joint_phys,5,5,3,2,MATH_GW05,MATH_GW05,gateway,20
type_13,joint_phys,5,5,3,2,MATH_GW08,MATH_GW08,gateway,20
type_13,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_13,joint_phys,5,5,4,1,MATH_GW02,MATH_GW02,gateway,20
type_13,joint_phys,5,5,4,1,MATH_GW03,MATH_GW03,gateway,20
type_13,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_13,joint_phys,5,5,4,2,MATH_GW06,MATH_GW06,gateway,20
type_13,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_13,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_14,joint_phys,5,5,3,1,MATH_GW04,MATH_GW04,gateway,20
type_14,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_14,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_14,joint_phys,5,5,3,2,MATH_GW08,MATH_GW08,gateway,20
type_14,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_14,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_14,joint_phys,5,5,4,1,MATH_GW01,MATH_GW01,gateway,20
type_14,joint_phys,5,5,4,1,MATH_GW03,MATH_GW03,gateway,20
type_14,joint_phys,5,5,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_14,joint_phys,5,5,4,2,MATH_GW06,MATH_GW06,gateway,20
type_14,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_14,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_15,joint_phys,5,5,3,1,MATH_GW04,MATH_GW04,gateway,20
type_15,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_15,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_15,joint_phys,5,5,3,2,MATH_GW08,MATH_GW08,gateway,20
type_15,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_15,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_15,joint_phys,5,5,4,1,MATH_GW01,MATH_GW01,gateway,20
type_15,joint_phys,5,5,4,1,MATH_GW02,MATH_GW02,gateway,20
type_15,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_15,joint_phys,5,5,4,2,MATH_GW05,MATH_GW05,gateway,20
type_15,joint_phys,5,5,4,2,MATH_GW07,MATH_GW07,gateway,20
type_15,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_16,joint_econ,5,5,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_16,joint_econ,5,5,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_16,joint_econ,5,5,3,1,MATH_GW03,MATH_GW03,gateway,20
type_16,joint_econ,5,5,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_16,joint_econ,5,5,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_16,joint_econ,5,5,3,2,MATH_OP04,MATH_OP04,optional,20
type_16,joint_econ,5,5,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_16,joint_econ,5,5,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_16,joint_econ,5,5,4,1,MATH_GW01,MATH_GW01,gateway,20
type_16,joint_econ,5,5,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_16,joint_econ,5,5,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_16,joint_econ,5,5,4,2,MATH_OP03,MATH_OP03,optional,20
type_17,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_17,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_17,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_17,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_17,joint_econ,3,3,3,2,MATH_GW07,MATH_GW07,gateway,20
type_17,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_17,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_17,joint_econ,3,3,4,1,MATH_GW01,MATH_GW01,gateway,20
type_17,joint_econ,3,3,4,1,MATH_GW02,MATH_GW02,gateway,20
type_17,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_17,joint_econ,3,3,4,2,MATH_GW05,MATH_GW05,gateway,20
type_17,joint_econ,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
type_18,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_18,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_18,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_18,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_18,joint_econ,3,3,3,2,MATH_GW07,MATH_GW07,gateway,20
type_18,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_18,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_18,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_18,joint_econ,3,3,4,1,MATH_GW01,MATH_GW01,gateway,20
type_18,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_18,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_18,joint_econ,3,3,4,2,MATH_GW05,MATH_GW05,gateway,20
type_19,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_19,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_19,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_19,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_19,joint_econ,3,3,3,2,MATH_OP04,MATH_OP04,optional,20
type_19,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_19,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_19,joint_econ,3,3,4,1,MATH_GW02,MATH_GW02,gateway,20
type_19,joint_econ,3,3,4,1,MATH_GW04,MATH_GW04,gateway,20
type_19,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_19,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_19,joint_econ,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
type_2,joint_phys,3,3,3,1,MATH_GW04,MATH_GW04,gateway,20
type_2,joint_phys,3,3,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_2,joint_phys,3,3,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_2,joint_phys,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_2,joint_phys,3,3,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_2,joint_phys,3,3,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_2,joint_phys,3,3,4,1,MATH_GW01,MATH_GW01,gateway,20
type_2,joint_phys,3,3,4,1,MATH_GW02,MATH_GW02,gateway,20
type_2,joint_phys,3,3,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_2,joint_phys,3,3,4,2,MATH_GW05,MATH_GW05,gateway,20
type_2,joint_phys,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
type_2,joint_phys,3,3,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_20,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_20,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_20,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_20,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_20,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_20,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_20,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_20,joint_econ,3,3,4,1,MATH_GW02,MATH_GW02,gateway,20
type_20,joint_econ,3,3,4,1,MATH_GW04,MATH_GW04,gateway,20
type_20,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_20,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_20,joint_econ,3,3,4,2,MATH_GW07,MATH_GW07,gateway,20
type_21,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_21,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_21,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_21,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_21,joint_econ,3,3,3,2,MATH_OP04,MATH_OP04,optional,20
type_21,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_21,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_21,joint_econ,3,3,4,1,MATH_GW01,MATH_GW01,gateway,20
type_21,joint_econ,3,3,4,1,MATH_GW04,MATH_GW04,gateway,20
type_21,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_21,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_21,joint_econ,3,3,4,2,MATH_GW05,MATH_GW05,gateway,20
type_22,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_22,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_22,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_22,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_22,joint_econ,3,3,3,2,MATH_GW07,MATH_GW07,gateway,20
type_22,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_22,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_22,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_22,joint_econ,3,3,4,1,MATH_GW02,MATH_GW02,gateway,20
type_22,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_22,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_22,joint_econ,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
type_23,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_23,joint_econ,3,3,3,1,MATH_GW02,MATH_GW02,gateway,20
type_23,joint_econ,3,3,3,1,MATH_GW04,MATH_GW04,gateway,20
type_23,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_23,joint_econ,3,3,3,2,MATH_OP04,MATH_OP04,optional,20
type_23,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_23,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_23,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_23,joint_econ,3,3,4,1,MATH_GW01,MATH_GW01,gateway,20
type_23,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_23,joint_econ,3,3,4,2,MATH_OP03,MATH_OP03,optional,20
type_23,joint_econ,3,3,4,2,MATH_GW07,MATH_GW07,gateway,20
type_24,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_24,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_24,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_24,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_24,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_24,joint_econ,3,3,3,2,MATH_OP04,MATH_OP04,optional,20
type_24,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_24,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_24,joint_econ,3,3,4,1,MATH_GW04,MATH_GW04,gateway,20
type_24,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_24,joint_econ,3,3,4,2,MATH_GW05,MATH_GW05,gateway,20
type_24,joint_econ,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
type_25,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_25,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_25,joint_econ,3,3,3,1,MATH_OP02,MATH_OP02,optional,20
type_25,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_25,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_25,joint_econ,3,3,3,2,MATH_OP04,MATH_OP04,optional,20
type_25,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_25,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_25,joint_econ,3,3,4,1,MATH_GW04,MATH_GW04,gateway,20
type_25,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_25,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_25,joint_econ,3,3,4,2,MATH_OP03,MATH_OP03,optional,20
type_26,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_26,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_26,joint_econ,3,3,3,1,MATH_GW03,MATH_GW03,gateway,20
type_26,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_26,joint_econ,3,3,3,2,MATH_OP04,MATH_OP04,optional,20
type_26,joint_econ,3,3,3,2,MATH_GW08,MATH_GW08,gateway,20
type_26,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_26,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_26,joint_econ,3,3,4,1,MATH_GW02,MATH_GW02,gateway,20
type_26,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_26,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_26,joint_econ,3,3,4,2,MATH_GW06,MATH_GW06,gateway,20
