student_type_id,programme,number_students,year,semester,day,time,course_1,component_1,type_1,course_2,component_2,type_2,severity
type_22,joint_econ,2,4,2,Mon,11:00,MATH_GW05,Lec,lecture,MATH_GW06,Lec,lecture,lecture_lecture
type_22,joint_econ,2,4,2,Wed,11:00,ECON_C_S2Y4,Ws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_23,joint_econ,2,4,2,Wed,11:00,ECON_C_S2Y4,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_24,joint_econ,2,3,1,Tue,17:00,MATH_GW04,fws,workshop,ECON_A_S1Y3,fws,workshop,workshop_workshop
type_24,joint_econ,2,4,2,Mon,15:00,ECON_D_S2Y4,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_24,joint_econ,2,4,2,Wed,16:00,ECON_D_S2Y4,fws,workshop,MATH_GW06,Lec,lecture,lecture_workshop
type_25,joint_econ,2,3,1,Tue,17:00,MATH_GW04,fws,workshop,ECON_A_S1Y3,fws,workshop,workshop_workshop
type_25,joint_econ,2,3,2,Mon,14:00,MATH_GW07,Lec,lecture,MATH_GW08,Lec,lecture,lecture_lecture
type_25,joint_econ,2,3,2,Thu,12:00,MATH_GW07,Lec,lecture,MATH_GW08,Lec,lecture,lecture_lecture
type_25,joint_econ,2,4,2,Wed,16:00,ECON_D_S2Y4,fws,workshop,MATH_GW06,Lec,lecture,lecture_workshop
type_26,joint_econ,2,4,1,Mon,10:00,ECON_B_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_26,joint_econ,2,4,1,Thu,12:00,MATH_GW04,Lec,lecture,ECON_B_S1Y4,Lec,lecture,lecture_lecture
type_26,joint_econ,2,4,1,Tue,14:00,ECON_B_S1Y4,fws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_26,joint_econ,2,4,2,Wed,11:00,ECON_C_S2Y4,Ws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_27,joint_econ,2,4,2,Wed,11:00,ECON_C_S2Y4,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_28,joint_econ,2,4,2,Fri,12:00,MATH_OP04,Ws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_29,joint_econ,3,3,2,Fri,11:00,MATH_GW05,Lec,lecture,ECON_D_S2Y3,Lec,lecture,lecture_lecture
type_29,joint_econ,3,4,2,Mon,15:00,ECON_D_S2Y4,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_29,joint_econ,3,4,2,Wed,16:00,ECON_D_S2Y4,fws,workshop,MATH_GW06,Lec,lecture,lecture_workshop
type_31,joint_econ,3,3,1,Fri,12:00,MATH_GW03,Ws,workshop,ECON_B_S1Y3,Lec,lecture,lecture_workshop
type_32,joint_econ,3,3,1,Fri,10:00,ECON_A_S1Y3,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_32,joint_econ,3,4,1,Thu,12:00,MATH_GW04,Lec,lecture,ECON_B_S1Y4,Lec,lecture,lecture_lecture
type_32,joint_econ,3,4,2,Mon,10:00,MATH_GW08,Lec,lecture,ECON_C_S2Y4,Lec,lecture,lecture_lecture
type_33,joint_econ,3,4,2,Wed,11:00,ECON_C_S2Y4,Ws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_34,joint_econ,3,3,1,Fri,10:00,ECON_A_S1Y3,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_34,joint_econ,3,4,2,Mon,15:00,ECON_D_S2Y4,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_34,joint_econ,3,4,2,Wed,16:00,ECON_D_S2Y4,fws,workshop,MATH_GW06,Lec,lecture,lecture_workshop
type_35,joint_econ,3,3,2,Fri,11:00,MATH_GW05,Lec,lecture,ECON_D_S2Y3,Lec,lecture,lecture_lecture
type_35,joint_econ,3,4,1,Mon,16:00,ECON_A_S1Y4,fws,workshop,MATH_GW04,Lec,lecture,lecture_workshop
type_35,joint_econ,3,4,2,Tue,14:00,MATH_OP04,Lec,lecture,ECON_C_S2Y4,Lec,lecture,lecture_lecture
type_36,joint_econ,3,3,2,Tue,13:00,MATH_OP03,Ws,workshop,ECON_C_S2Y3,Lec,lecture,lecture_workshop
type_36,joint_econ,3,4,2,Tue,14:00,MATH_OP04,Lec,lecture,ECON_C_S2Y4,Lec,lecture,lecture_lecture
type_37,joint_econ,3,4,2,Mon,15:00,ECON_D_S2Y4,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_38,joint_econ,3,3,2,Wed,15:00,ECON_D_S2Y3,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_38,joint_econ,3,3,2,Wed,17:00,MATH_OP04,Ws,workshop,ECON_D_S2Y3,Lec,lecture,lecture_workshop
type_38,joint_econ,3,4,1,Mon,10:00,ECON_B_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_38,joint_econ,3,4,1,Tue,14:00,ECON_B_S1Y4,fws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_38,joint_econ,3,4,1,Tue,15:00,MATH_OP01,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_38,joint_econ,3,4,2,Mon,10:00,MATH_GW08,Lec,lecture,ECON_C_S2Y4,Lec,lecture,lecture_lecture
type_39,joint_econ,3,3,1,Mon,15:00,MATH_GW03,Lec,lecture,MATH_OP02,Lec,lecture,lecture_lecture
type_39,joint_econ,3,3,2,Tue,13:00,MATH_OP03,Ws,workshop,ECON_C_S2Y3,Lec,lecture,lecture_workshop
type_39,joint_econ,3,4,2,Tue,10:00,MATH_GW07,Lec,lecture,ECON_D_S2Y4,Lec,lecture,lecture_lecture
type_4,joint_phys,2,4,2,Mon,11:00,MATH_GW05,Lec,lecture,MATH_GW06,Lec,lecture,lecture_lecture
type_40,joint_econ,3,3,1,Tue,17:00,MATH_GW04,fws,workshop,ECON_A_S1Y3,fws,workshop,workshop_workshop
type_40,joint_econ,3,3,2,Wed,15:00,ECON_D_S2Y3,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_40,joint_econ,3,3,2,Wed,17:00,MATH_OP04,Ws,workshop,ECON_D_S2Y3,Lec,lecture,lecture_workshop
type_40,joint_econ,3,4,2,Tue,10:00,MATH_GW07,Lec,lecture,ECON_D_S2Y4,Lec,lecture,lecture_lecture
type_41,joint_bus,5,4,1,Tue,15:00,BUS_A_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_41,joint_bus,5,4,2,Wed,13:00,MATH_OP03,Ws,workshop,BUS_D_S2Y4,Lec,lecture,lecture_workshop
type_42,joint_bus,2,3,2,Fri,11:00,BUS_C_S2Y3,Ws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_42,joint_bus,2,4,1,Mon,13:00,MATH_GW02,Lec,lecture,BUS_A_S1Y4,Lec,lecture,lecture_lecture
type_43,joint_bus,2,4,1,Tue,15:00,BUS_A_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_43,joint_bus,2,4,2,Mon,11:00,MATH_GW05,Lec,lecture,BUS_C_S2Y4,Lec,lecture,lecture_lecture
type_44,joint_bus,2,4,1,Thu,12:00,MATH_GW04,Lec,lecture,BUS_A_S1Y4,Lec,lecture,lecture_lecture
type_44,joint_bus,2,4,1,Tue,15:00,BUS_A_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_44,joint_bus,2,4,2,Mon,12:00,BUS_D_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_45,joint_bus,2,4,1,Thu,12:00,MATH_GW04,Lec,lecture,BUS_A_S1Y4,Lec,lecture,lecture_lecture
type_45,joint_bus,2,4,1,Tue,15:00,BUS_A_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_45,joint_bus,2,4,2,Mon,12:00,BUS_D_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_46,joint_bus,2,4,2,Mon,11:00,MATH_GW05,Lec,lecture,BUS_C_S2Y4,Lec,lecture,lecture_lecture
type_47,joint_bus,2,3,2,Mon,14:00,MATH_GW06,Lec,lecture,MATH_GW07,Lec,lecture,lecture_lecture
type_47,joint_bus,2,4,1,Mon,15:00,MATH_GW03,Lec,lecture,MATH_OP01,Lec,lecture,lecture_lecture
type_47,joint_bus,2,4,1,Thu,14:00,BUS_B_S1Y4,fws,workshop,MATH_GW03,Lec,lecture,lecture_workshop
type_47,joint_bus,2,4,1,Tue,11:00,BUS_B_S1Y4,Ws,workshop,MATH_OP01,Lec,lecture,lecture_workshop
type_48,joint_bus,2,3,1,Mon,10:00,MATH_GW01,Lec,lecture,MATH_GW02,Lec,lecture,lecture_lecture
type_48,joint_bus,2,3,1,Mon,14:00,BUS_B_S1Y3,fws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_48,joint_bus,2,4,2,Mon,12:00,BUS_D_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_49,joint_bus,3,3,2,Thu,10:00,MATH_GW06,Lec,lecture,BUS_D_S2Y3,Lec,lecture,lecture_lecture
type_49,joint_bus,3,4,1,Thu,14:00,BUS_B_S1Y4,fws,workshop,MATH_GW03,Lec,lecture,lecture_workshop
type_49,joint_bus,3,4,2,Wed,13:00,MATH_OP03,Ws,workshop,BUS_D_S2Y4,Lec,lecture,lecture_workshop
type_5,joint_phys,2,4,2,Mon,12:00,MATH_GW07,Lec,lecture,PHYS_D_S2Y4,Lec,lecture,lecture_lecture
type_5,joint_phys,2,4,2,Tue,10:00,PHYS_D_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_50,joint_bus,3,4,1,Tue,15:00,BUS_A_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_50,joint_bus,3,4,2,Fri,12:00,MATH_OP04,Ws,workshop,BUS_D_S2Y4,Lec,lecture,lecture_workshop
type_52,joint_bus,3,3,1,Mon,10:00,MATH_GW01,Lec,lecture,MATH_GW04,Lec,lecture,lecture_lecture
type_52,joint_bus,3,3,1,Wed,15:00,MATH_GW04,Lec,lecture,BUS_A_S1Y3,Lec,lecture,lecture_lecture
type_52,joint_bus,3,4,2,Mon,11:00,MATH_GW06,Lec,lecture,BUS_C_S2Y4,Lec,lecture,lecture_lecture
type_53,joint_bus,3,3,1,Mon,15:00,MATH_GW03,Lec,lecture,MATH_OP02,Lec,lecture,lecture_lecture
type_53,joint_bus,3,4,1,Mon,13:00,MATH_GW02,Lec,lecture,BUS_A_S1Y4,Lec,lecture,lecture_lecture
type_53,joint_bus,3,4,1,Tue,15:00,BUS_A_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_53,joint_bus,3,4,2,Mon,12:00,BUS_D_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_54,joint_bus,3,3,2,Mon,14:00,MATH_GW06,Lec,lecture,MATH_GW08,Lec,lecture,lecture_lecture
type_54,joint_bus,3,4,2,Mon,12:00,BUS_D_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_55,joint_bus,3,3,1,Mon,10:00,MATH_GW02,Lec,lecture,MATH_GW04,Lec,lecture,lecture_lecture
type_55,joint_bus,3,4,2,Mon,11:00,MATH_GW05,Lec,lecture,BUS_C_S2Y4,Lec,lecture,lecture_lecture
type_56,joint_bus,3,4,1,Mon,13:00,MATH_OP01,Lec,lecture,BUS_A_S1Y4,Lec,lecture,lecture_lecture
type_56,joint_bus,3,4,1,Tue,11:00,BUS_B_S1Y4,Ws,workshop,MATH_OP01,Lec,lecture,lecture_workshop
type_56,joint_bus,3,4,1,Tue,15:00,MATH_OP01,Ws,workshop,BUS_A_S1Y4,Ws,workshop,workshop_workshop
type_57,joint_bus,3,3,2,Wed,15:00,BUS_D_S2Y3,Ws,workshop,MATH_OP03,Lec,lecture,lecture_workshop
type_57,joint_bus,3,4,2,Fri,12:00,MATH_OP04,Ws,workshop,BUS_D_S2Y4,Lec,lecture,lecture_workshop
type_58,joint_bus,3,3,2,Thu,10:00,MATH_GW06,Lec,lecture,BUS_D_S2Y3,Lec,lecture,lecture_lecture
type_58,joint_bus,3,4,1,Tue,11:00,BUS_B_S1Y4,Ws,workshop,MATH_OP01,Lec,lecture,lecture_workshop
type_58,joint_bus,3,4,1,Tue,15:00,MATH_OP01,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_59,joint_bus,3,3,1,Mon,15:00,MATH_GW03,Lec,lecture,MATH_OP02,Lec,lecture,lecture_lecture
type_59,joint_bus,3,4,1,Tue,15:00,BUS_A_S1Y4,Ws,workshop,MATH_GW01,Lec,lecture,lecture_workshop
type_59,joint_bus,3,4,2,Fri,12:00,MATH_OP04,Ws,workshop,BUS_D_S2Y4,Lec,lecture,lecture_workshop
type_60,joint_bus,3,4,1,Mon,13:00,MATH_OP01,Lec,lecture,BUS_A_S1Y4,Lec,lecture,lecture_lecture
type_60,joint_bus,3,4,1,Thu,12:00,MATH_GW04,Lec,lecture,BUS_A_S1Y4,Lec,lecture,lecture_lecture
type_60,joint_bus,3,4,1,Tue,15:00,MATH_OP01,Ws,workshop,BUS_A_S1Y4,Ws,workshop,workshop_workshop
type_60,joint_bus,3,4,2,Fri,12:00,MATH_OP04,Ws,workshop,BUS_D_S2Y4,Lec,lecture,lecture_workshop
type_61,joint_cs,5,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_62,joint_cs,2,3,1,Mon,10:00,MATH_GW01,Lec,lecture,CS_A_S1Y3,Lec,lecture,lecture_lecture
type_62,joint_cs,2,3,1,Mon,10:00,MATH_GW01,Lec,lecture,MATH_GW02,Lec,lecture,lecture_lecture
type_62,joint_cs,2,3,1,Mon,10:00,MATH_GW02,Lec,lecture,CS_A_S1Y3,Lec,lecture,lecture_lecture
type_62,joint_cs,2,4,2,Mon,11:00,MATH_GW05,Lec,lecture,MATH_GW06,Lec,lecture,lecture_lecture
type_63,joint_cs,2,3,1,Mon,10:00,MATH_GW01,Lec,lecture,CS_A_S1Y3,Lec,lecture,lecture_lecture
type_64,joint_cs,2,3,1,Mon,10:00,MATH_GW04,Lec,lecture,CS_A_S1Y3,Lec,lecture,lecture_lecture
type_65,joint_cs,2,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_7,joint_phys,2,3,2,Mon,14:00,MATH_GW06,Lec,lecture,MATH_GW07,Lec,lecture,lecture_lecture
type_70,joint_cs,3,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_72,joint_cs,3,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_72,joint_cs,3,4,1,Mon,12:00,MATH_GW01,Ws,workshop,CS_B_S1Y4,Ws,workshop,workshop_workshop
type_74,joint_cs,3,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_76,joint_cs,3,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_77,joint_cs,3,3,1,Mon,15:00,CS_B_S1Y3,Ws,workshop,MATH_OP02,Lec,lecture,lecture_workshop
type_78,joint_cs,3,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_79,joint_cs,3,4,2,Tue,10:00,MATH_GW07,Lec,lecture,CS_D_S2Y4,Lec,lecture,lecture_lecture
type_8,joint_phys,2,4,2,Mon,12:00,MATH_GW07,Lec,lecture,PHYS_D_S2Y4,Lec,lecture,lecture_lecture
type_8,joint_phys,2,4,2,Tue,10:00,PHYS_D_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_80,joint_cs,3,3,1,Wed,11:00,MATH_OP01,Ws,workshop,CS_A_S1Y3,Ws,workshop,workshop_workshop
type_86,joint_phil,3,3,1,Mon,16:00,MATH_GW04,Lec,lecture,PHIL_B_S1Y3,Lec,lecture,lecture_lecture
type_86,joint_phil,3,3,2,Tue,16:00,MATH_GW08,Lec,lecture,PHIL_C_S2Y3,Lec,lecture,lecture_lecture
type_89,joint_phil,3,3,1,Mon,16:00,MATH_GW04,Lec,lecture,PHIL_B_S1Y3,Lec,lecture,lecture_lecture
type_9,joint_phys,3,4,2,Mon,11:00,MATH_GW05,Lec,lecture,MATH_GW06,Lec,lecture,lecture_lecture
type_92,joint_phil,3,4,2,Thu,13:00,PHIL_C_S2Y4,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_93,joint_phil,3,3,2,Tue,16:00,MATH_GW08,Lec,lecture,PHIL_C_S2Y3,Lec,lecture,lecture_lecture
type_95,joint_phil,3,3,1,Mon,16:00,MATH_GW04,Lec,lecture,PHIL_B_S1Y3,Lec,lecture,lecture_lecture
type_95,joint_phil,3,3,2,Mon,12:00,PHIL_D_S2Y3,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_96,joint_phil,3,3,1,Wed,14:00,PHIL_A_S1Y3,fws,workshop,MATH_OP02,Lec,lecture,lecture_workshop
