student_type_id,programme,number_students,students_taking,year,semester,course_id,course_name,course_kind,credits
type_0_sub4,single,30,30,3,2,MATH10007,Gateway 7,gateway,20
type_0_sub4,single,30,30,3,2,MATH20001,Optional 1,optional,20
type_0_sub4,single,30,30,4,1,MATH10001,Gateway 1,gateway,20
type_0_sub4,single,30,30,4,1,MATH10004,Gateway 4,gateway,20
type_0_sub4,single,30,30,4,1,MATH20002,Optional 2,optional,20
type_0_sub4,single,30,30,4,2,MATH10002,Gateway 2,gateway,20
type_0_sub4,single,30,30,4,2,MATH10006,Gateway 6,gateway,20
type_0_sub4,single,30,30,4,2,MATH20003,Optional 3,optional,20
type_1,joint_cs,1,1,3,1,CS30005,Computer Science 5,outside,20
type_1,joint_cs,1,1,3,1,MATH10001,Gateway 1,gateway,20
type_1,joint_cs,1,1,3,1,MATH10004,Gateway 4,gateway,20
type_1,joint_cs,1,1,3,2,CS30008,Computer Science 8,outside,20
type_1,joint_cs,1,1,3,2,MATH10003,Gateway 3,gateway,20
type_1,joint_cs,1,1,3,2,MATH10006,Gateway 6,gateway,20
type_1,joint_cs,1,1,4,1,CS30006,Computer Science 6,outside,20
type_1,joint_cs,1,1,4,1,MATH10005,Gateway 5,gateway,20
type_1,joint_cs,1,1,4,1,MATH10008,Gateway 8,gateway,20
type_1,joint_cs,1,1,4,2,CS30004,Computer Science 4,outside,20
type_1,joint_cs,1,1,4,2,MATH10007,Gateway 7,gateway,20
type_1,joint_cs,1,1,4,2,MATH20001,Optional 1,optional,20
type_2,joint_phys,20,20,3,1,MATH10004,Gateway 4,gateway,20
type_2,joint_phys,20,20,3,1,MATH10005,Gateway 5,gateway,20
type_2,joint_phys,20,20,3,1,PHYS30001,Physics 1,outside,20
type_2,joint_phys,20,20,3,2,MATH10003,Gateway 3,gateway,20
type_2,joint_phys,20,20,3,2,MATH10007,Gateway 7,gateway,20
type_2,joint_phys,20,20,3,2,PHYS30003,Physics 3,outside,20
type_2,joint_phys,20,20,4,1,MATH10001,Gateway 1,gateway,20
type_2,joint_phys,20,20,4,1,MATH20002,Optional 2,optional,20
type_2,joint_phys,20,20,4,1,PHYS30002,Physics 2,outside,20
type_2,joint_phys,20,20,4,2,MATH10002,Gateway 2,gateway,20
type_2,joint_phys,20,20,4,2,MATH20003,Optional 3,optional,20
type_2,joint_phys,20,20,4,2,PHYS30004,Physics 4,outside,20
type_3,joint_econ,20,20,3,1,ECON30002,Economics 2,outside,20
type_3,joint_econ,20,20,3,1,MATH10005,Gateway 5,gateway,20
type_3,joint_econ,20,20,3,1,MATH10008,Gateway 8,gateway,20
type_3,joint_econ,20,20,3,2,ECON30008,Economics 8,outside,20
type_3,joint_econ,20,20,3,2,MATH10007,Gateway 7,gateway,20
type_3,joint_econ,20,20,3,2,MATH20001,Optional 1,optional,20
type_3,joint_econ,20,20,4,1,ECON30001,Economics 1,outside,20
type_3,joint_econ,20,20,4,1,MATH10001,Gateway 1,gateway,20
type_3,joint_econ,20,20,4,1,MATH10004,Gateway 4,gateway,20
type_3,joint_econ,20,20,4,2,ECON30003,Economics 3,outside,20
type_3,joint_econ,20,20,4,2,MATH10003,Gateway 3,gateway,20
type_3,joint_econ,20,20,4,2,MATH10006,Gateway 6,gateway,20
type_4,joint_bus,10,10,3,1,BUS30005,Business 5,outside,20
type_4,joint_bus,10,10,3,1,BUS30006,Business 6,outside,20
type_4,joint_bus,10,10,3,1,MATH10005,Gateway 5,gateway,20
type_4,joint_bus,10,10,3,2,BUS30007,Business 7,outside,20
type_4,joint_bus,10,10,3,2,BUS30008,Business 8,outside,20
type_4,joint_bus,10,10,3,2,MATH10006,Gateway 6,gateway,20
type_4,joint_bus,10,10,4,1,BUS30001,Business 1,outside,20
type_4,joint_bus,10,10,4,1,BUS30002,Business 2,outside,20
type_4,joint_bus,10,10,4,1,MATH10001,Gateway 1,gateway,20
type_4,joint_bus,10,10,4,2,BUS30003,Business 3,outside,20
type_4,joint_bus,10,10,4,2,BUS30004,Business 4,outside,20
type_4,joint_bus,10,10,4,2,MATH10002,Gateway 2,gateway,20
type_5,joint_phil,20,20,3,1,MATH10004,Gateway 4,gateway,20
type_5,joint_phil,20,20,3,1,MATH10005,Gateway 5,gateway,20
type_5,joint_phil,20,20,3,1,PHIL30002,Philosophy 2,outside,20
type_5,joint_phil,20,20,3,2,MATH10003,Gateway 3,gateway,20
type_5,joint_phil,20,20,3,2,MATH10007,Gateway 7,gateway,20
type_5,joint_phil,20,20,3,2,PHIL30007,Philosophy 7,outside,20
type_5,joint_phil,20,20,4,1,MATH10001,Gateway 1,gateway,20
type_5,joint_phil,20,20,4,1,MATH20004,Optional 4,optional,20
type_5,joint_phil,20,20,4,1,PHIL30001,Philosophy 1,outside,20
type_5,joint_phil,20,20,4,2,MATH10002,Gateway 2,gateway,20
type_5,joint_phil,20,20,4,2,MATH10006,Gateway 6,gateway,20
type_5,joint_phil,20,20,4,2,PHIL30008,Philosophy 8,outside,20
