student_type_id,programme,number_students,year,semester,day,time,course_1,component_1,type_1,course_2,component_2,type_2,severity
type_4,joint_phys,3,4,2,Thu,14:00,PHYS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_42,joint_bus,5,4,1,Thu,14:00,BUS_B_S1Y4,fws,workshop,MATH_GW04,Lec,lecture,lecture_workshop
type_46,joint_cs,5,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_47,joint_cs,3,4,1,Fri,10:00,CS_A_S1Y4,Ws,workshop,MATH_GW02,Lec,lecture,lecture_workshop
type_48,joint_cs,3,3,2,Wed,14:00,CS_C_S2Y3,fws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_48,joint_cs,3,4,1,Fri,10:00,MATH_GW04,fws,workshop,CS_A_S1Y4,Ws,workshop,workshop_workshop
type_49,joint_cs,3,4,1,Fri,10:00,CS_A_S1Y4,Ws,workshop,MATH_GW02,Lec,lecture,lecture_workshop
type_49,joint_cs,3,4,1,Fri,10:00,MATH_GW04,fws,workshop,CS_A_S1Y4,Ws,workshop,workshop_workshop
type_49,joint_cs,3,4,1,Fri,10:00,MATH_GW04,fws,workshop,MATH_GW02,Lec,lecture,lecture_workshop
type_49,joint_cs,3,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_5,joint_phys,3,4,2,Thu,14:00,PHYS_D_S2Y4,fws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_5,joint_phys,3,4,2,Tue,13:00,PHYS_C_S2Y4,Ws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_50,joint_cs,3,3,2,Tue,11:00,CS_D_S2Y3,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_50,joint_cs,3,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_53,joint_cs,3,3,2,Tue,11:00,CS_D_S2Y3,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_53,joint_cs,3,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_54,joint_cs,3,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_55,joint_cs,3,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_57,joint_cs,5,3,2,Tue,11:00,CS_D_S2Y3,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_57,joint_cs,5,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_58,joint_cs,5,3,2,Wed,14:00,CS_C_S2Y3,fws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_58,joint_cs,5,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_59,joint_cs,5,3,2,Wed,14:00,CS_C_S2Y3,fws,workshop,MATH_GW05,Lec,lecture,lecture_workshop
type_59,joint_cs,5,4,2,Thu,14:00,CS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_60,joint_cs,5,3,2,Tue,11:00,CS_D_S2Y3,Ws,workshop,MATH_GW07,Lec,lecture,lecture_workshop
type_60,joint_cs,5,4,1,Fri,10:00,MATH_GW04,fws,workshop,CS_A_S1Y4,Ws,workshop,workshop_workshop
type_67,joint_phil,3,4,1,Tue,9:00,PHIL_B_S1Y4,fws,workshop,MATH_GW03,Lec,lecture,lecture_workshop
type_8,joint_phys,3,4,2,Thu,14:00,PHYS_D_S2Y4,fws,workshop,MATH_GW08,Lec,lecture,lecture_workshop
type_9,joint_phys,3,4,2,Tue,17:00,MATH_OP03,Ws,workshop,PHYS_D_S2Y4,Lec,lecture,lecture_workshop
