student_type_id,programme,number_students,students_taking,year,semester,course_id,course_name,course_kind,credits
type_0_sub4,single,28,28,4,1,MATH10068,Honours Analysis,gateway,20
type_0_sub4,single,28,28,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_0_sub4,single,28,28,4,2,MATH10051,Fourier Analysis,optional,20
type_0_sub4,single,28,28,4,2,MATH10067,Honours Complex Variables,gateway,20
type_0_sub4,single,28,28,4,2,MATH10069,Honours Algebra,gateway,20
type_0_sub5,single,28,28,3,1,MATH10065,Fundamentals of Operational Research,optional,20
type_0_sub5,single,28,28,3,1,MATH10066,Honours Differential Equations,gateway,20
type_0_sub5,single,28,28,3,1,MATH10082,Linear Analysis,gateway,20
type_0_sub5,single,28,28,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_0_sub5,single,28,28,3,2,MATH10080,Galois Theory,optional,20
type_0_sub5,single,28,28,3,2,MATH10101,Metric Spaces,gateway,20
type_0_sub5,single,28,28,4,1,MATH10028,Theory of Statistical Inference,optional,20
type_0_sub5,single,28,28,4,1,MATH10068,Honours Analysis,gateway,20
type_0_sub5,single,28,28,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_0_sub5,single,28,28,4,2,MATH10051,Fourier Analysis,optional,20
type_0_sub5,single,28,28,4,2,MATH10067,Honours Complex Variables,gateway,20
type_0_sub5,single,28,28,4,2,MATH10069,Honours Algebra,gateway,20
type_0_sub6,single,28,28,3,1,MATH10065,Fundamentals of Operational Research,optional,20
type_0_sub6,single,28,28,3,1,MATH10066,Honours Differential Equations,gateway,20
type_0_sub6,single,28,28,3,1,MATH10082,Linear Analysis,gateway,20
type_0_sub6,single,28,28,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_0_sub6,single,28,28,3,2,MATH10080,Galois Theory,optional,20
type_0_sub6,single,28,28,3,2,MATH10101,Metric Spaces,gateway,20
type_0_sub6,single,28,28,4,1,MATH10028,Theory of Statistical Inference,optional,20
type_0_sub6,single,28,28,4,1,MATH10068,Honours Analysis,gateway,20
type_0_sub6,single,28,28,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_0_sub6,single,28,28,4,2,MATH10051,Fourier Analysis,optional,20
type_0_sub6,single,28,28,4,2,MATH10067,Honours Complex Variables,gateway,20
type_0_sub6,single,28,28,4,2,MATH10069,Honours Algebra,gateway,20
type_1,joint_phys,5,5,3,1,MATH10082,Linear Analysis,gateway,20
type_1,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_1,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_1,joint_phys,5,5,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_1,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_1,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_1,joint_phys,5,5,4,1,MATH10066,Honours Differential Equations,gateway,20
type_1,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_1,joint_phys,5,5,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_1,joint_phys,5,5,4,2,MATH10101,Metric Spaces,gateway,20
type_1,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_1,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_10,joint_phys,3,3,3,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_10,joint_phys,3,3,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_10,joint_phys,3,3,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_10,joint_phys,3,3,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_10,joint_phys,3,3,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_10,joint_phys,3,3,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_10,joint_phys,3,3,4,1,MATH10065,Fundamentals of Operational Research,optional,20
type_10,joint_phys,3,3,4,1,MATH10082,Linear Analysis,gateway,20
type_10,joint_phys,3,3,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_10,joint_phys,3,3,4,2,MATH10101,Metric Spaces,gateway,20
type_10,joint_phys,3,3,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_10,joint_phys,3,3,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_11,joint_phys,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_11,joint_phys,3,3,3,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_11,joint_phys,3,3,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_11,joint_phys,3,3,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_11,joint_phys,3,3,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_11,joint_phys,3,3,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_11,joint_phys,3,3,4,1,MATH10066,Honours Differential Equations,gateway,20
type_11,joint_phys,3,3,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_11,joint_phys,3,3,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_11,joint_phys,3,3,4,2,MATH10101,Metric Spaces,gateway,20
type_11,joint_phys,3,3,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_11,joint_phys,3,3,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_12,joint_phys,5,5,3,1,MATH10065,Fundamentals of Operational Research,optional,20
type_12,joint_phys,5,5,3,1,MATH10082,Linear Analysis,gateway,20
type_12,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_12,joint_phys,5,5,3,2,MATH10069,Honours Algebra,gateway,20
type_12,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_12,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_12,joint_phys,5,5,4,1,MATH10066,Honours Differential Equations,gateway,20
type_12,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_12,joint_phys,5,5,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_12,joint_phys,5,5,4,2,MATH10071,Introduction to Number Theory,gateway,20
type_12,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_12,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_13,joint_phys,5,5,3,1,MATH10068,Honours Analysis,gateway,20
type_13,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_13,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_13,joint_phys,5,5,3,2,MATH10067,Honours Complex Variables,gateway,20
type_13,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_13,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_13,joint_phys,5,5,4,1,MATH10066,Honours Differential Equations,gateway,20
type_13,joint_phys,5,5,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_13,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_13,joint_phys,5,5,4,2,MATH10080,Galois Theory,optional,20
type_13,joint_phys,5,5,4,2,MATH10101,Metric Spaces,gateway,20
type_13,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_14,joint_phys,5,5,3,1,MATH10068,Honours Analysis,gateway,20
type_14,joint_phys,5,5,3,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_14,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_14,joint_phys,5,5,3,2,MATH10069,Honours Algebra,gateway,20
type_14,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_14,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_14,joint_phys,5,5,4,1,MATH10066,Honours Differential Equations,gateway,20
type_14,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_14,joint_phys,5,5,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_14,joint_phys,5,5,4,2,MATH10101,Metric Spaces,gateway,20
type_14,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_14,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_15,joint_phys,5,5,3,1,MATH10068,Honours Analysis,gateway,20
type_15,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_15,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_15,joint_phys,5,5,3,2,MATH10067,Honours Complex Variables,gateway,20
type_15,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_15,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_15,joint_phys,5,5,4,1,MATH10065,Fundamentals of Operational Research,optional,20
type_15,joint_phys,5,5,4,1,MATH10082,Linear Analysis,gateway,20
type_15,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_15,joint_phys,5,5,4,2,MATH10071,Introduction to Number Theory,gateway,20
type_15,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_15,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_16,joint_phys,5,5,3,1,MATH10068,Honours Analysis,gateway,20
type_16,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_16,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_16,joint_phys,5,5,3,2,MATH10069,Honours Algebra,gateway,20
type_16,joint_phys,5,5,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_16,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_16,joint_phys,5,5,4,1,MATH10066,Honours Differential Equations,gateway,20
type_16,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_16,joint_phys,5,5,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_16,joint_phys,5,5,4,2,MATH10101,Metric Spaces,gateway,20
type_16,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_16,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_17,joint_phys,5,5,3,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_17,joint_phys,5,5,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_17,joint_phys,5,5,3,1,PHYS_B_S1Y3,Thermal Physics SEM1 Y3,outside,20
type_17,joint_phys,5,5,3,2,MATH10069,Honours Algebra,gateway,20
type_17,joint_phys,5,5,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_17,joint_phys,5,5,3,2,PHYS_D_S2Y3,Optics and Waves SEM2 Y3,outside,20
type_17,joint_phys,5,5,4,1,MATH10065,Fundamentals of Operational Research,optional,20
type_17,joint_phys,5,5,4,1,MATH10082,Linear Analysis,gateway,20
type_17,joint_phys,5,5,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_17,joint_phys,5,5,4,2,MATH10101,Metric Spaces,gateway,20
type_17,joint_phys,5,5,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_17,joint_phys,5,5,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_18,joint_econ,5,5,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_18,joint_econ,5,5,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_18,joint_econ,5,5,3,1,MATH10068,Honours Analysis,gateway,20
type_18,joint_econ,5,5,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_18,joint_econ,5,5,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_18,joint_econ,5,5,3,2,MATH10101,Metric Spaces,gateway,20
type_18,joint_econ,5,5,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_18,joint_econ,5,5,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_18,joint_econ,5,5,4,1,MATH10082,Linear Analysis,gateway,20
type_18,joint_econ,5,5,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_18,joint_econ,5,5,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_18,joint_econ,5,5,4,2,MATH10080,Galois Theory,optional,20
type_19,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_19,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_19,joint_econ,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_19,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_19,joint_econ,3,3,3,2,MATH10067,Honours Complex Variables,gateway,20
type_19,joint_econ,3,3,3,2,MATH10069,Honours Algebra,gateway,20
type_19,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_19,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_19,joint_econ,3,3,4,1,MATH10066,Honours Differential Equations,gateway,20
type_19,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_19,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_19,joint_econ,3,3,4,2,MATH10080,Galois Theory,optional,20
type_2,joint_phys,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_2,joint_phys,3,3,3,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_2,joint_phys,3,3,3,1,PHYS_A_S1Y3,Quantum Mechanics SEM1 Y3,outside,20
type_2,joint_phys,3,3,3,2,MATH10067,Honours Complex Variables,gateway,20
type_2,joint_phys,3,3,3,2,MATH10069,Honours Algebra,gateway,20
type_2,joint_phys,3,3,3,2,PHYS_C_S2Y3,Electromagnetism SEM2 Y3,outside,20
type_2,joint_phys,3,3,4,1,MATH10066,Honours Differential Equations,gateway,20
type_2,joint_phys,3,3,4,1,PHYS_A_S1Y4,Quantum Mechanics SEM1 Y4,outside,20
type_2,joint_phys,3,3,4,1,PHYS_B_S1Y4,Thermal Physics SEM1 Y4,outside,20
type_2,joint_phys,3,3,4,2,MATH10101,Metric Spaces,gateway,20
type_2,joint_phys,3,3,4,2,PHYS_C_S2Y4,Electromagnetism SEM2 Y4,outside,20
type_2,joint_phys,3,3,4,2,PHYS_D_S2Y4,Optics and Waves SEM2 Y4,outside,20
type_20,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_20,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_20,joint_econ,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_20,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_20,joint_econ,3,3,3,2,MATH10067,Honours Complex Variables,gateway,20
type_20,joint_econ,3,3,3,2,MATH10080,Galois Theory,optional,20
type_20,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_20,joint_econ,3,3,4,1,MATH10066,Honours Differential Equations,gateway,20
type_20,joint_econ,3,3,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_20,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_20,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_20,joint_econ,3,3,4,2,MATH10071,Introduction to Number Theory,gateway,20
type_21,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_21,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_21,joint_econ,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_21,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_21,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_21,joint_econ,3,3,3,2,MATH10069,Honours Algebra,gateway,20
type_21,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_21,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_21,joint_econ,3,3,4,1,MATH10082,Linear Analysis,gateway,20
type_21,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_21,joint_econ,3,3,4,2,MATH10080,Galois Theory,optional,20
type_21,joint_econ,3,3,4,2,MATH10101,Metric Spaces,gateway,20
type_22,joint_econ,3,3,3,1,ECON_A_S1Y3,Topics in Microeconomics SEM1 Y3,outside,20
type_22,joint_econ,3,3,3,1,MATH10065,Fundamentals of Operational Research,optional,20
type_22,joint_econ,3,3,3,1,MATH10082,Linear Analysis,gateway,20
type_22,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_22,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_22,joint_econ,3,3,3,2,MATH10101,Metric Spaces,gateway,20
type_22,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_22,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_22,joint_econ,3,3,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_22,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_22,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_22,joint_econ,3,3,4,2,MATH10071,Introduction to Number Theory,gateway,20
type_23,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_23,joint_econ,3,3,3,1,MATH10066,Honours Differential Equations,gateway,20
type_23,joint_econ,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_23,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_23,joint_econ,3,3,3,2,MATH10067,Honours Complex Variables,gateway,20
type_23,joint_econ,3,3,3,2,MATH10101,Metric Spaces,gateway,20
type_23,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_23,joint_econ,3,3,4,1,MATH10065,Fundamentals of Operational Research,optional,20
type_23,joint_econ,3,3,4,1,MATH10082,Linear Analysis,gateway,20
type_23,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_23,joint_econ,3,3,4,2,MATH10071,Introduction to Number Theory,gateway,20
type_23,joint_econ,3,3,4,2,MATH10080,Galois Theory,optional,20
type_24,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_24,joint_econ,3,3,3,1,MATH10028,Theory of Statistical Inference,optional,20
type_24,joint_econ,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_24,joint_econ,3,3,3,2,ECON_C_S2Y3,Development Economics SEM2 Y3,outside,20
type_24,joint_econ,3,3,3,2,MATH10069,Honours Algebra,gateway,20
type_24,joint_econ,3,3,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_24,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_24,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_24,joint_econ,3,3,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_24,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_24,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_24,joint_econ,3,3,4,2,MATH10080,Galois Theory,optional,20
type_25,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_25,joint_econ,3,3,3,1,MATH10066,Honours Differential Equations,gateway,20
type_25,joint_econ,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_25,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_25,joint_econ,3,3,3,2,MATH10071,Introduction to Number Theory,gateway,20
type_25,joint_econ,3,3,3,2,MATH10101,Metric Spaces,gateway,20
type_25,joint_econ,3,3,4,1,ECON_A_S1Y4,Topics in Microeconomics SEM1 Y4,outside,20
type_25,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_25,joint_econ,3,3,4,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_25,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_25,joint_econ,3,3,4,2,MATH10067,Honours Complex Variables,gateway,20
type_25,joint_econ,3,3,4,2,MATH10080,Galois Theory,optional,20
type_26,joint_econ,3,3,3,1,ECON_B_S1Y3,Essentials of Econometrics SEM1 Y3,outside,20
type_26,joint_econ,3,3,3,1,MATH10068,Honours Analysis,gateway,20
type_26,joint_econ,3,3,3,1,MATH10072,Combinatorics and Graph Theory,gateway,20
type_26,joint_econ,3,3,3,2,ECON_D_S2Y3,International Trade SEM2 Y3,outside,20
type_26,joint_econ,3,3,3,2,MATH10067,Honours Complex Variables,gateway,20
type_26,joint_econ,3,3,3,2,MATH10069,Honours Algebra,gateway,20
type_26,joint_econ,3,3,4,1,ECON_B_S1Y4,Essentials of Econometrics SEM1 Y4,outside,20
type_26,joint_econ,3,3,4,1,MATH10065,Fundamentals of Operational Research,optional,20
type_26,joint_econ,3,3,4,1,MATH10082,Linear Analysis,gateway,20
type_26,joint_econ,3,3,4,2,ECON_C_S2Y4,Development Economics SEM2 Y4,outside,20
type_26,joint_econ,3,3,4,2,ECON_D_S2Y4,International Trade SEM2 Y4,outside,20
type_26,joint_econ,3,3,4,2,MATH10071,Introduction to Number Theory,gateway,20
